stars,comment
1.0 out of 5 stars,"









  
  
    
  After a few months of normal usage, the LMB cracked in half. It's made of very thin plastic, wouldn't recommend.

  
"
5.0 out of 5 stars,"









  
  
    
  I still not open it yet.  But I believe it will serve as purpose.  Once I have any more personal opinion or experience.  I will share it at this product review.

  
"
1.0 out of 5 stars,"









  
  
    
  All was well into literally a month later the scroll wheel decides to break and no longer functions. Support couldn't do anything about it after contacting.Very disappointing, expected better quality from Razer.

  
"
5.0 out of 5 stars,"









  
  
    
  As expected.  Can't beat it for 30 bucks.

  
"
5.0 out of 5 stars,"









  
  
    
  great shape, materials. sensor (3389 is my favorite, cause its always precise and tracks perfectly on plastic pads, unlike 3360) . and for this price its super value.

  
"
5.0 out of 5 stars,"









  
  
    
  Long wire, easy to play games and work with.

  
"
5.0 out of 5 stars,"









  
  
    
  This is a perfect mouse for gaming. Very quick reaction, fits my hand well, and very cool looking. Highly recommend it.

  
"
5.0 out of 5 stars,"









  
  
    
  Fantastic mouse. Accurate, light, great feel. I recommend!

  
"
1.0 out of 5 stars,"









  
  
    
  Awful sensitivity switches. I used this for 1 day before I couldn't handle it anymore. The sensitivity seems to really only have 2 options, super fast and super slow. There is no in-between making the mouse unusable.

  
"
5.0 out of 5 stars,"









  
  
    
  This is the best mouse I have ever used. Super accurate and comfortable for shooter games.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought this mouse for work and gaming, has handled both well and is super sensitive and very reactive for gaming.

  
"
5.0 out of 5 stars,"









  
  
    
  Grandson likes it.  Said it is great.

  
"
3.0 out of 5 stars,"









  
  
    
  Came with a mechanical issue and it is too much trouble to get a replacement

  
"
5.0 out of 5 stars,"









  
  
    
  My ex wife bought one and enjoyed it immensely.

  
"
5.0 out of 5 stars,"









  
  
    
  smooth and essential. would definitely buy another if i lost it😂

  
"
5.0 out of 5 stars,"









  
  
    
  Great mouse !!

  
"
5.0 out of 5 stars,"









  
    
  Muy buen teclado, llegar y usar.IMPECABLE!!

  
  
"
4.0 out of 5 stars,"









  
  
    
  Good product, but over kill for everyday user

  
"
1.0 out of 5 stars,"









  
  
    
  I have grown to hate this mouse. Battery life sucks

  
"
5.0 out of 5 stars,"









  
  
    
  Just got my mouse and i would say this is the best i know its new but we'll see in a couple of weeks if its hold much longer

  
"
5.0 out of 5 stars,"









  
  
    
  Feels very natural, decent number of settings, this was my 2nd one, the other from 2014 still works fine but i use it for laptop travel/work.

  
"
4.0 out of 5 stars,"









  
  
    
  This is a solid option for those that don’t want to spend too much for something that maybe isn’t as good as advertised. The Razer Deathadder Elite is great. Wise purchase, in my opinion.

  
"
5.0 out of 5 stars,"









  
  
    
  Moved to this after using a heavy Naga, and couldn't be happier. It fits my hand perfectly, it's sensor is much more precise, and it's light as a feather.

  
"
5.0 out of 5 stars,"









  
  
    
  Given as a gift and used a lot.

  
"
5.0 out of 5 stars,"









  
  
    
  Love it!

  
"
5.0 out of 5 stars,"









  
  
    
  Honestly a pretty great mouse! Can’t really complain with it!

  
"
5.0 out of 5 stars,"









  
    
  Recomendado y gran precio para todo lo que ofrece.

  
  
"
5.0 out of 5 stars,"









  
    
  Excelente mouse y muy buen precio

  
  
"
5.0 out of 5 stars,"









  
    
  Genial

  
  
"
5.0 out of 5 stars,"









  
  
    
  Very good

  
"
5.0 out of 5 stars,"









  
  
    
  Really great mouse!

  
"
1.0 out of 5 stars,"









  
  
    
  Have only had it for 3 months and it randomly shuts off for 3-5 seconds. After that 5 or so seconds, it starts working again. Happens about once every 1-2 hr. Really only effects gaming but very disappointed

  
"
5.0 out of 5 stars,"









  
  
    
  I love it! Very responsive mouse that works perfect for FPS games

  
"
5.0 out of 5 stars,"









  
  
    
  Using it for MacBook air currently but plan to transition to PC later this year. The mouse works great on Mac and is compatible with Razer Synapse 2.0.

  
"
5.0 out of 5 stars,"









  
  
    
  I love this mouse, tis excelent.

  
"
5.0 out of 5 stars,"









  
  
    
  Works well and I got it at a discounted price so hell yea

  
"
5.0 out of 5 stars,"









  
  
    
  Battery life seems kind of low, but overall i love this mouse.

  
"
5.0 out of 5 stars,"









  
  
    
  The product came right on time it’s been 4 months with it and I have had 0 zero issues with this mouse and it is extremely comfortable and light weight.

  
"
1.0 out of 5 stars,"









  
  
    
  This is my 2nd one of these where the right click has stopped working after only moderate use for a few months

  
"
5.0 out of 5 stars,"









  
  
    
  Absolutely perfect. Lightweight. Easy to use. And with the Chroma color selection...10/10. Highly recommend this mouse to anyone.

  
"
5.0 out of 5 stars,"









  
  
    
  Very nice productBought it for 25$ and was worth all the money

  
"
2.0 out of 5 stars,"









  
  
    
  It's a comfortable mouse but the adhesive for the thumb grip lost its's stick after about 5 months of use. It can be held in place somethimes but it definitely makes it harder to game when the grip starts to slip off.

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
3.0 out of 5 stars,"









  
  
    
  Good grip on the mouse but the left click  mouse button was really hard to click

  
"
5.0 out of 5 stars,"









  
  
    
  it's perfect for gaming, light weight , very comfortable.

  
"
5.0 out of 5 stars,"









  
  
    
  Smooth as silk operation!

  
"
5.0 out of 5 stars,"









  
  
    
  No complaints about this mouse. Feels very sturdy and is extremely responsive and comfortable

  
"
1.0 out of 5 stars,"









  
  
    
  The wheel is broken is several months, and the seller is not replying my messages. Poor user experience！

  
"
5.0 out of 5 stars,"









  
  
    
  If you’re looking for a mouse this is the one. Fits big hands well!

  
"
3.0 out of 5 stars,"









  
  
    
  Nice mouse. The wheel squeaks.

  
"
5.0 out of 5 stars,"









  
  
    
  Middle mouse button can be unresponsive sometimes.

  
"
5.0 out of 5 stars,"









  
  
    
  Love this thing!

  
"
4.0 out of 5 stars,"









  
  
    
  it plays video game BIG good

  
"
2.0 out of 5 stars,"









  
  
    
  bought 5 mouths ago, i have the double click issue. really annoying.

  
"
1.0 out of 5 stars,"









  
  
    
  DO NOT GET THIS ITS NOT GOOD QUALITY AND IF U RETURN IT CHARGED ME $14 FOR THE RETURN!!!!

  
"
4.0 out of 5 stars,"









  
  
    
  Good click, very light. I could do without the rgb colors

  
"
5.0 out of 5 stars,"









  
  
    
  great mouse

  
"
1.0 out of 5 stars,"









  
  
    
  i bought this mouse in Sep last year, and it has been a few months. The mouse is working weird. It sometimes become extremely sensitive and i would lost the arrow. It's annoying when i play games.

  
"
1.0 out of 5 stars,"









  
  
    
  Went bad within 3 months. Left click button just stopped working properly, click and drag/hold would only work 20% of a time. Would recommend this to my enemies.

  
"
5.0 out of 5 stars,"









  
  
    
  the mouse is little big for my hand, but very high cruelty I am very satisfy

  
"
1.0 out of 5 stars,"









  
  
    
  Had to uninstall the Razer application on my computer because it had pop ups seemingly everyday and needed frequent updating.  Chroma is such a ridiculous piece of software. I just want my peripheral device to work well and be out of the way, not constantly asking me if it's doing a good job.  Which it isn't.  Less than two months after purchase, the mouse wheel is squeaking.  I've had four mice in the last 18 years with mouse wheels, and they never squeaked.  After googling the problem, it seems it's somewhat common for the led lights to rub up against the wheel (my other mice did not have led lights, so I guess that explains the lack of that problem with those), but I don't have the know how to take this mouse apart.  This is the most expensive mouse I've ever owned, and in my opinion, it's the worst.

  
"
4.0 out of 5 stars,"









  
  
    
  Won’t register drag click bit is a amazing Mouse besides that

  
"
5.0 out of 5 stars,"









  
  
    
  I loved the Razer Deathadder Elite, it was very ergonomic and the material was better than I expected.

  
"
5.0 out of 5 stars,"









  
  
    
  K.

  
"
5.0 out of 5 stars,"









  
  
    
  It's the first Razer branded thing i've bought, and it's pretty dope. The colors are, well, colorful, and it's super comfortable. Anybody who wants a good mouse that is comfortable and has rgb lights, (also those who need 16,000 dpi for some reason lol) , this might be for you.

  
"
5.0 out of 5 stars,"









  
  
    
  Very good mouse, worth it

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome gaming mouse! Really upped my game!

  
"
5.0 out of 5 stars,"









  
  
    
  Good quality

  
"
5.0 out of 5 stars,"









  
  
    
  Always enjoy Razer products and this mouse is just further proof of it's quality

  
"
4.0 out of 5 stars,"









  
  
    
  Feels great to use. Sturdy enough. Mouse squeaks a bit if you scroll very slowly.

  
"
5.0 out of 5 stars,"









  
  
    
  Works great,  shipping was very fast

  
"
5.0 out of 5 stars,"









  
  
    
  love it

  
"
5.0 out of 5 stars,"









  
  
    
  Love it.

  
"
5.0 out of 5 stars,"









  
  
    
  Great mouse for price very comfortable and clicks are very responsive !

  
"
5.0 out of 5 stars,"









  
  
    
  Great mouse. Very accurate and sensitive. Won’t go back to a wireless mouse.

  
"
5.0 out of 5 stars,"









  
  
    
  Bomb diggity click action!

  
"
4.0 out of 5 stars,"









  
  
    
  It has really great quality with lots of customization options. It is incredibly good for the price.

  
"
3.0 out of 5 stars,"









  
  
    
  I wish I could love this mouse but for whatever reason it refuses to calibrate and the settings change mid game when in playing league of legends and it's very annoying. I'm trying to get it to work properly but not luck so far, very disappointing.

  
"
5.0 out of 5 stars,"









  
  
    
  Always like razer mouses

  
"
5.0 out of 5 stars,"









  
  
    
  I love this mouse and will buy again if this one does. Buy it, you won’t regret it! Also this mouse is perfect with the Racer Syphex v2 mouse pad

  
"
4.0 out of 5 stars,"









  
  
    
  So far used only for work (2d,3d) and browsing the netThe left m.button rebounds with a strange noise (no missclicks or double clicks).The scroll wheel occasionally makes an irritating scratching sound (like the one when  you scratch your fingers to a chalkboard ).Good job Razer 10 years after and QC is still a mess..

  
"
2.0 out of 5 stars,"









  
  
    
  Still have calibration bug (i have calibration but after restart high lod. Alltime need recalibrate after restart) and ugly dpi buttons. Pros never change dpi in game.

  
"
5.0 out of 5 stars,"









  
  
    
  comfortable in your hand, great dpi settings, and 2 very convenient buttons on the side of the mouse

  
"
5.0 out of 5 stars,"









  
  
    
  Love this mouse, works great especially for the price

  
"
5.0 out of 5 stars,"









  
  
    
  Great mouse, feels really good.

  
"
4.0 out of 5 stars,"









  
  
    
  It is a good first gaming to buy

  
"
4.0 out of 5 stars,"









  
  
    
  Not for my hands, I would definitely recommend going to Best Buy to try out a few different mice before purchasing. The mouse is much better for med-larger sized hands but I would say strictly fps games

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent gaming mouse. Full lighting control by application.

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
3.0 out of 5 stars,"









  
  
    
  The mouse wheel squeaks pretty badly one month after ownership.

  
"
5.0 out of 5 stars,"









  
  
    
  Love the claw grip and matches my keyboard 5/5 mouse.

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
4.0 out of 5 stars,"









  
  
    
  Overall this mouse is good for both general use and gaming. The RGB interface is easy to use.

  
"
5.0 out of 5 stars,"









  
  
    
  Great mouse. No problems.

  
"
5.0 out of 5 stars,"









  
  
    
  Honestly it’s a great product. Amazing for destiny

  
"
5.0 out of 5 stars,"









  
  
    
  For the price great mouse for gaming and standard work flow.

  
"
5.0 out of 5 stars,"









  
  
    
  Great product

  
"
5.0 out of 5 stars,"









  
  
    
  this is a very good mouse I recommend

  
"
5.0 out of 5 stars,"









  
  
    
  The lights are awesome, the mouse is very comfortableA bit too big than expected

  
"
5.0 out of 5 stars,"









  
  
    
  Excellect

  
"
5.0 out of 5 stars,"









  
  
    
  solid normal good gaming mouse.

  
"
5.0 out of 5 stars,"









  
  
    
  Best mouse series ever

  
"
5.0 out of 5 stars,"









  
  
    
  I love it. The feel and smoothness is the best I’ve ever used

  
"
5.0 out of 5 stars,"









  
  
    
  This is the nicest, slickest mouse I have used. It's really smooth just on a desktop without a mouse mat. The matte black looks great, and there are lot of configuration options in Synapse.

  
"
5.0 out of 5 stars,"









  
  
    
  Solid mouse for Fps players or mobas

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome mouse. Worth the price.  Stop being picky people 😜

  
"
3.0 out of 5 stars,"









  
  
    
  It's not a good one to buy compared to other products which costs about $40.

  
"
5.0 out of 5 stars,"









  
    
  Es muy ergonomico y practico

  
  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  Best mouse ever.

  
"
4.0 out of 5 stars,"









  
  
    
  Ok cable pretty heavy

  
"
5.0 out of 5 stars,"









  
  
    
  Eh

  
"
3.0 out of 5 stars,"









  
  
    
  Great, comfortable mouse, but the mouse wheel starts squeaking after a few months.

  
"
5.0 out of 5 stars,"









  
  
    
  I love this mouse so much and it improves my cs go games a lot

  
"
5.0 out of 5 stars,"









  
    
  Miy buena calidad y muy bueno

  
  
"
5.0 out of 5 stars,"









  
  
    
  Works really great

  
"
5.0 out of 5 stars,"









  
  
    
  It was very comfortable. Great mouse for gaming

  
"
5.0 out of 5 stars,"









  
  
    
  I like the shape and noise

  
"
4.0 out of 5 stars,"









  
  
    
  Accurate

  
"
5.0 out of 5 stars,"









  
  
    
  this mouse is the best grip for any mouse i have tried built like a tank heavier than i would love but still amazing

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  I have used it for 3 months and it is the best mouse I have ever had so far

  
"
5.0 out of 5 stars,"









  
  
    
  Saw this on sale and couldn't pass it up.

  
"
1.0 out of 5 stars,"









  
  
    
  The rubber fingerpad on the side of the mouse fell off after less then a year of use.

  
"
5.0 out of 5 stars,"









  
  
    
  It's a little bigger than expected but my hand has adjusted. I love the colors, it's very comfortable and it comes with a decent length cord!

  
"
5.0 out of 5 stars,"









  
  
    
  Great mouse, great price

  
"
5.0 out of 5 stars,"









  
  
    
  Excelente

  
"
5.0 out of 5 stars,"









  
  
    
  Good mouse but not as light as I thought

  
"
5.0 out of 5 stars,"









  
  
    
  Steal

  
"
4.0 out of 5 stars,"









  
  
    
  the elevated middle too 2 days to get comfortable with.

  
"
5.0 out of 5 stars,"









  
  
    
  Great for FPS games.

  
"
5.0 out of 5 stars,"









  
  
    
  great item

  
"
5.0 out of 5 stars,"









  
  
    
  Very satisfied. Best mouse for shooters because it’s light and sensitive, and Razer softwares are working pretty well. The lights might go off sometimes because of the screensaver.

  
"
1.0 out of 5 stars,"









  
  
    
  Came with a huge gash righ in the cord... not pleased.

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Ok and good mouse

  
"
5.0 out of 5 stars,"









  
  
    
  Very goos mousePerfect gripAccurate sensorLove it

  
"
5.0 out of 5 stars,"









  
  
    
  Nice

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent for gaming. Controled via the computer with nice setup options.

  
"
5.0 out of 5 stars,"









  
  
    
  Worth the money, just buy it already!!

  
"
5.0 out of 5 stars,"









  
  
    
  Great for league

  
"
5.0 out of 5 stars,"









  
  
    
  It is a good one

  
"
5.0 out of 5 stars,"









  
  
    
  My go to mouse every year.

  
"
5.0 out of 5 stars,"









  
  
    
  I liked everything about it it was just so perfect for my hand

  
"
5.0 out of 5 stars,"









  
  
    
  10/10

  
"
5.0 out of 5 stars,"









  
  
    
  Mouse is great.

  
"
5.0 out of 5 stars,"









  
  
    
  My previous one lasted me 7 years

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect

  
"
5.0 out of 5 stars,"









  
  
    
  best gaming mouse i ever had

  
"
5.0 out of 5 stars,"









  
  
    
  Really happy with the purchase and would definitely recommend my friend to go for it

  
"
5.0 out of 5 stars,"









  
  
    
  Great product

  
"
4.0 out of 5 stars,"









  
  
    
  It got stick 1 month later.

  
"
5.0 out of 5 stars,"









  
  
    
  good, comfortable, nice

  
"
5.0 out of 5 stars,"









  
  
    
  Cool mouse

  
"
1.0 out of 5 stars,"









  
  
    
  Too slippery and too small. Makes my hand hurt. Definitely for smaller people. Buy Corsair. I wish I did.

  
"
2.0 out of 5 stars,"









  
  
    
  The mouse is okay. Nice shape over all. My issue was that 800 dpi on this mouse did not feel the same. It was way faster than other mice. Be careful.

  
"
3.0 out of 5 stars,"









  
  
    
  Two large in my hand, too light, everything felt cheap

  
"
3.0 out of 5 stars,"









  
  
    
  Mouse came with good packaging, and it's nice overall. But I do not like the design of the shell of it, would rather have it fully attached to the body instead of having space between them because the shell can rattle when I press on it.

  
"
4.0 out of 5 stars,"









  
  
    
  good

  
"
5.0 out of 5 stars,"









  
  
    
  Great, love the mouse.

  
"
1.0 out of 5 stars,"









  
  
    
  Nice mouse but the middle button stopped working. Seems like the sensor gets worn out. Only works when pressing harder than normal.

  
"
1.0 out of 5 stars,"









  
  
    
  As of now, the mouse is unusable. I'll be mid game (Overwatch or PUBG) and the mouse sensitivity will change. All the settings are still the same, but the sensitivity is dramatically different. No idea what is causing it. Tried without and with Razer Synapse no difference. Would NOT recommend this mouse unless you know a fix to this issue. (Windows 10)

  
"
5.0 out of 5 stars,"









  
  
    
  so much customization, love the colors, comfortable

  
"
5.0 out of 5 stars,"









  
  
    
  Perfection of a mouse

  
"
2.0 out of 5 stars,"









  
  
    
  It's ok. Seems to switch sensitivity on me randomly in the middle of my game. It really messes me up.

  
"
5.0 out of 5 stars,"









  
  
    
  It's a very solid mouse, it's very capable of doing what it does well. I've not run into one issue whilst using the mouse; I play a lot of LoL and it's great for that. Course, could be good for other types of games too.

  
"
1.0 out of 5 stars,"









  
  
    
  Go with the Logitech G502 Proteus Spectrum as it is a much better mouse for gaming.

  
"
1.0 out of 5 stars,"









  
  
    
  This mouse broke after 6 months of use and I cannot use the mouse4 anymore and sometimes the mouse makes a squeeking sound when I scroll the mouse wheel

  
"
5.0 out of 5 stars,"









  
  
    
  like it

  
"
1.0 out of 5 stars,"









  
  
    
  Squeaks after just one month of use.

  
"
1.0 out of 5 stars,"









  
  
    
  Razer is the Alienware of keyboards and mice. dont waste ur money buy a zowie

  
"
1.0 out of 5 stars,"









  
  
    
  I have had a lot of trouble mainly with the cloud software that comes with the product.  If you remap the buttons they are saved to the cloud and not local to the hardware so if the software has any issues your mouse does not function as intended.  Because the button remapping is saved to the cloud you cannot use this on a different computer without installing Razer software on that machine as well.  I would not recommend this because of the software.  I have had so many instances of the mouse malfunctioning mid-game I would not recommend this to my worst enemy.  I have had not hardware issues so I guess that is a plus.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing product ships quickly and looks good!

  
"
5.0 out of 5 stars,"









  
  
    
  Bought the same mouse 3 times over the years. Major worth

  
"
1.0 out of 5 stars,"









  
  
    
  First, let me state that I have owned 3 different variations of the Deathadder. I've had the 2013 version, the Elite, and now the Essential. All 3 mouses have developed what many other customers have described as a 'double click', meaning when you click once it registers as a double. No it isn't your firmware. No it isn't dust inside the mouse. It's simply terrible build quality that has degraded over the years and as you can tell from other reviews, most people are avoiding for that reason. The second big one that can be a deal breaker for some is the account registration and mandatory software bloat. You need the software if you want to even think about customizing your mouse in any way.I loved the Deathadder 2013 mouse I had for a long time because it did what it said it would without issue so when it came time to repurchase after two years or so I happily repurchased from Razer. BIG mistake. Two mice later I am staring at 3 mice that are double clicking and the Essentials build quality is laughable.. A standard $20 Logitech mouse feels better built than the Essential and whatever it's made of feels extremely cheap. The Elite was fantastic but overboard for what I needed but at least felt like it was better build quality. Too bad that too developed a double click issue.. that couldn't be fixed.Rambling aside please avoid this mouse like the plague. Do not be lured in by the low price point (this mouse is nearly always $29-35 somewhere online). I paid $50 for my original 2013 happily, then 40 for the Elite, and now 30 for the Essential. Do not be me. Do not buy this mouse and be disappointed every time it decides to unavoidably fail to work properly after 6 months - 1 year which general everyday gaming on an MMO or otherwise. Look at other products and spend your money where it'll matter.

  
"
2.0 out of 5 stars,"









  
  
    
  Like most unknowledgeable kids, Razer was my first go-to choice when I was starting out with peripherals. I thought their stuff was the best because of the cool appearances and market hype. However after trying a few products, I will never purchase a Razer peripheral ever again.They have terribly quality control and cut corners with cheap internal components.I went through 3 Deathadders in a single year. All had double-clicking issues very quickly. Twice I just bought a new one, and on the 3rd I tried to get help from Razer. When I contacted support for an RMA, they refused to assist because I did not have a paper Best Buy receipt from 9 months ago. They offered no sympathy or help whatsoever and would rather lose a long-term customer than do anything. I even offered to send in my mouse first and pay for shipping both ways. Would not budge or do a thing. Very unprofessional overall and it seems they don't care too much about customer satisfaction.For this mouse itself, the shape is massive and heavy. Far too big for almost any hand out there. Not many people realize this because they haven't tried actual quality mice (Zowie, Glorious, Logitech). Razer simply does not compare in quality and performance.For reference, all Razer products are pretty poor quality. 3 Deathadders failed. Tried a Mamba tournament edition, the sensor failed and would stop working sporadically within a year. I had two Blackwidow Ultimate keyboards, both had switches fail in under a year. Razer headset band snapped on my headphones from them. RGB Firefly mat stopped lighting up a little over a year. I spent more money replacing stuff prematurely than I should ever have. I wanted to love Razer, but their products are just crap. If you want a good value and don't want products to break, you should try almost any other vendor first before these guys.

  
"
4.0 out of 5 stars,"









  
  
    
  The Deathadder is Razer's flagship mouse, and the form factor that comes from the Intellimouse is still one of the best fitting mice in many palms.  I have had both the original Deathadder and the Deathadder Elite.  I have been fortunate to have them last all these years, I have not had the quality control problems endemic in Razer's line with these mice.  This version has a better sensor and is statistically more responsive.  If you are used to the Deathadder Elite, you will have to spend a bit of time getting used to it as you will overcorrect precision movements because the old Elite is not as good.The real downside of Razer is its software, and I am unhappy to report that both the Synapse 3 and firmware updates are just as bad as before.  If you want software that is not problematic, you should not buy Razer at all.  If you are willing to tolerate the software, this mouse works great.  However, the best part about this mouse as opposed to the Elite is that you can save profiles to the mouse.  This means that you can operate the mouse with RGB coloration and effects from a saved profile without using Synapse all the time.  I highly recommend you make a VM for Synapse for configuration, then not use Synapse at all in games due to its resource hogging and interaction issues with some games.The one hardware drawback is that for some reason, there is a regression in the quality of the buttons.  There is much more give in these buttons than the old Elite, and it is very, very noticeable.  Why of all the parts that these seem worse (and this is reflected from other reviews as well) is something questionable considering the price point and the extreme use that most of us have with gaming mice.  Coupled with Razer's quality control issues, this worries me that the first production run may have longer term wear and the warranty is below industry average.I would upgrade from the Elite purely to get out of the Synapse software shackles.  For new users to the Razer brand, there is a good reason why this is the flagship mouse as the quality, the precision is outstanding, and the designs are always gorgeous.  If I were you though and something that Razer veterans make sure to do, I would buy an extended warranty as the probability of RMA's for Razer equipment exceed the industry average by a considerable amount, and the buttons do not inspire longevity.

  
"
4.0 out of 5 stars,"









  
  
    
  Though I got the Deathadder ELITE for $20 when it was on a very generous sale - I was expecting full price quality. It's almost as if they sent me a refurbished model because after less than a year of owning the Elite the right clicker only registers 8/10 times I click it. I could have sworn I bought a new mouse. My original $5 mouse I got from the clearance store 2 years ago functions 100% of the time. WHO KNOWS - maybe it's an easy fix but it is clearly a mechanical issue which I find unacceptable.Now the V2 I got to replace my broken Elite... the first one to arrive was defective. The left clicker was clicking twice and was very loose. I swear to God it must have been a used product because it just felt awful. The replacement I received for free does not have the problem confirming that the first one was either defective or used.The reason I'm being so hard on Razer is that I expected WAY better quality control for mice that are $70. But anyways - the chroma is very nice and the mice run very well as it should. 4 stars only because of repeated quality offenses.

  
"
1.0 out of 5 stars,"









  
  
    
  I have this mouse, though I did not buy it from here. Don't buy this piece of crap, here why:#1.) Frequently freezes up, refuses to respond. You have to mash buttons and spin it all over the mat to get it to unfreeze. It does this about once every hour or two, and sometimes more frequently as often as once every 5 minutes, and this happens even while using the Razer Firefly which is their own mousemat! The sensors are clean and the mouse is in good mechanical condition, so obviously their DPI and sensor tracking hardware is severely messed up and they have never bothered to release a firmware patch or driver to fix anything.#2.) The software is terribly coded, and required to bind keys to clicks or change colors. Also, it will break your windows print services when you run it. If you don't believe me go download Razer Synapse (their software) and try it yourself. You will find yourself unable to use your printer afterwards and notice that the software hogs a huge amount of system resources.#3.) All Razer products are overpriced, there are a lot better deals on other brands. This is obvious just comparing it to other products on the market.#4.) Support is terrible. The problem is obviously their products, but they will lead you on a wild goose chase, telling you to do things such as uninstall and reinstall drivers, synapse software, and eventually when you exhaust all their technical support options, they will tell you to exchange the item (for one that does the same thing.)Don't do it! Don't feed Razer your money until they start releasing good hardware and hire competent software developers to release better software than Synapse! Their software and hardware products are terrible! I have had nothing but regrets with mine since I bought it, and now I am stuck with their keyboard, mouse and mousemat, none of which work correctly, and had to completely uninstall the synapse software because of the issues it caused!Caveat Emptor!

  
"
5.0 out of 5 stars,"









  
  
    
  The mouse is nice that is relatively strong sensitivity. It is also fairly priced for a razor brand mouse.  It is a comfortable mouse but the packaging is a bit weak. When it arrived. The bottom was a bit smooched and felt like it could be easily open from the bottom.  All the controls are directly on the mouse so you are able to change the sensitivity. The color can be changed on the application. The mouse feels great though. It is pretty form fitting. It is very comfortable in my hands and glides pretty well across the mat that I have. I have tried it on other surfaces and other than glass it works pretty well on those surfaces as well. There are a few programmable buttons and the RGB is illuminates the scrolling wheel and symbol. I usually just stick with green to be honest as it is the razor default color and works well with my keyboard. The RGB lights are not too bright where you would be blinded by your own mouse. The mouse material is pretty nice making it slip resistant. I would recommend if you are going to clean this mouse just use water/mild soap. If you use alcohol you may damage the material. The sensitivity can be adjusted by the center button or by the application. The application does not come with the device and you will need to download the driver for that on their website if you want to create you own settings. It is pretty simple application which is nice. This device does make gaming a bit more fun with the extra buttons that literally at your finger tips. It makes my healing easier on world of warcraft and final fantasy XIV. It also works great for games like dota and heroes of the storm. It also makes my first person shooting easier to change weapons and punch my opponent if that is applicable. Overall I think this mouse is great with a cool looking design. It is easy to use and smooth movements.

  
"
4.0 out of 5 stars,"









  
  
    
  Razer's DeathAdder v2 is a a great mouse, whether you are a gamer or not, or even using a PC.  I have the mouse hooked up to my iMac running MAC OS 10.15.3 and this mouse is so much better than Apple's Magic Mouse.The mouse is made completely from plastic, and it feels a bit hollow, but the plastics used are high quality and the mouse feels robust and well made in the hand.  The buttons and the scroll wheel have a pleasant feel when used and click nicely.  The cord is covered in woven fabric, is very pliable, and does not get caught easily.The top of the mouse is finished in a matte plastic, while the sides are finished in a rubberized material with little nubs for extra grip.  The shape of the mouse and its buttons feel excellent under my hand and my fingers naturally fall into place on the main buttons.  The secondary buttons are also easy to identify by feel.  The scroll wheel is very nicely calibrated and it's easy to do a slow controlled scroll or fast and quick scroll.  The mouse tracks very accurately on my mousepad and doesn't jump unexpectedly.Unfortunately MAC OS does not support Razer's software, but I am still able to use most of the mouse's functions.  The side buttons go back / forward on a web browser, the right click works as expected, as does the scroll wheel.  Just the profile button on the bottom and the buttons behind the scroll wheel do not work.  Also, I am not able to change the lighting sequence.  It simply transitions through the entire color rainbow.All in all... a great mouse.

  
"
4.0 out of 5 stars,"









  
  
    
  So, I have owned two of these. My first one lasted quite a while, until my g/f managed to roll over the wire with the office chair and ruin it. I liked it enough to buy it a 2nd time, hoping the flaw of the first one was an anomoly, but sadly it was not. In most respects, its a great gaming mouse, I game pretty much daily with it and it has held up well. However the one thing that drives me nuts and it has happened on both of these. On the right hand side, there is a little...textured pad that is just glued on. In both instances of owning one of these mice, it comes off. The surface underneath is not smooth and you constantly get adhesive on your fingers until you take the time to clean it off. Its a relatively small thing, but it is highly annoying thing that goes wrong.

  
"
4.0 out of 5 stars,"









  
  
    
  I used the original Deathadder Elite for a while before switching to Roccat.  When the v2 came out, I had high hopes for it, buy really its not much different.  It has a more precise sensor, but I normally run 500 dpi for gaming, so these 20k sensors dont benefit me much.So I began today testing the Razer Basilisk v2, so I installed Synapse software, it detected the mouse, and I configured it to 500 dpi like I wanted.  Then I plugged in the Deathadder v2 and Synapse wouldnt find it.  The mouse worked fine, but I couldnt configure the dpi like I wanted.The solution to this was to go into the windows Device Manager and remove all the mouse and keyboard devices.  In my case I had 2 HID compliant listings in there along with both Razer mice.  After removing all 4 entries and rebooting, Synapse detected my Deathadder and I was able to configure it.I still prefer for Roccat Aimo 202 wireless over either of these Razer mice, but they are nice, and they do fit my large hand well.  They are probably too big for small hands.  The Roccat Kone (white mouse on left in my picture) would be better for small hands.  Its super light.

  
"
